Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
0.666,0,245.99,2.6,0,0,1
1.196,0.106,243.8,5,0,0,1
1.582,0.096,243.58,6.6,0,0,0
0.362,0.08,242.8,1.6,0,0,0
0.254,0.126,242.45,1.2,0,0,1
0.392,0.346,237.99,2.2,0,1,1
0.298,0.066,246.18,1.2,0,0,0
2.652,0.078,242.33,10.8,39,0,0
0.958,0.048,243.66,4,0,0,1
0.34,0.102,243.09,1.6,0,2,0
0.182,0,241.54,1,0,0,1
0.384,0.238,242.99,1.8,0,0,1
0.294,0.246,242.52,1.4,0,1,1
0.32,0.112,244.37,1.4,0,0,0
1.362,0.056,239.22,5.6,0,0,18
1.378,0.11,240.64,5.6,0,0,17
0.47,0.168,239.44,2,0,0,0
2.182,0,243.49,9,0,0,19
0.32,0.1,241.96,1.4,0,0,0
0.524,0.19,249.58,2.2,0,2,0
1.97,0.284,245.5,8,0,0,19
0.234,0.104,241.13,1,0,0,1
0.426,0.34,242.69,2.2,0,1,1
0.276,0,246.26,1.2,0,0,0
0.298,0.112,244.24,1.4,0,0,0
4.84,0,233.2,20.8,36,0,17
1.438,0.198,239.53,6,0,1,18
0.306,0.07,243.37,1.2,0,0,0
1.384,0.064,239.72,5.8,0,0,19
0.83,0,241.83,3.4,0,0,0
0.214,0.088,241.93,1,0,1,1
3.748,0.344,234.15,16.2,2,0,17
1.296,0.068,242.89,5.2,0,0,18
3.75,0.22,236.16,16,0,27,0
0.262,0,244.08,1,0,0,1
0.484,0.098,241.37,2,0,0,0
0.166,0.142,241.25,0.8,0,2,0
1.912,0.098,240.6,7.8,0,0,0
0.222,0,239.93,1,0,1,1
0.536,0.146,239.43,2.2,0,4,0
1.5,0.064,239.48,6.2,1,0,18
,,,,,,
0.378,0.096,245.9,1.6,0,0,0
0.302,0.118,242.94,1.2,0,1,0
0.154,0,240.36,0.6,0,0,1
0.218,0,242.11,0.8,0,0,0
1.532,0.206,230.3,6.6,0,2,16
0.304,0.072,244.25,1.2,0,0,0
1.348,0.178,241.73,5.6,1,0,0
0.864,0.102,235.47,3.8,0,0,0
1.022,0.22,242.03,4.2,2,0,11
0.228,0.1,243.02,1.2,0,0,0
1.96,0,236.38,8.2,0,1,18
0.332,0.348,240.38,2,0,2,0
0.284,0.106,243.52,1.2,0,0,0
0.786,0.204,242.16,3.4,0,0,0
0.318,0,242.97,1.4,0,0,0
2.956,0.224,229.11,13.2,2,24,16
0.352,0.212,238.8,1.6,0,0,1
0.782,0.046,240.99,3.2,0,0,1
0.194,0,243.96,1,0,0,1
0.414,0.192,239.96,1.8,0,0,0
0.582,0.096,242.22,2.8,0,0,0
0.39,0.182,241.9,1.8,0,1,1
1.76,0.172,239.13,7.4,0,0,17
1.44,0.228,239.46,6,0,1,18
1.13,0,234.05,4.8,0,0,16
2.406,0.194,232.68,10.2,0,0,0
0.324,0.126,247.09,1.4,0,0,0
1.094,0.204,240.62,4.6,0,2,0
3.68,0.33,236.54,15.6,0,32,17
2.99,0,239.23,12.4,0,0,0
0.136,0,238.93,0.6,0,0,0
0.336,0,244.87,1.4,0,0,0
3.186,0.49,240.03,13.4,0,0,17
1.332,0.464,239.94,5.8,0,1,11
0.406,0.064,239.21,1.6,0,0,1
2.672,0.23,237.69,11.2,0,0,17
1.388,0.21,241.97,5.8,0,0,0
1.324,0.054,241.62,5.4,0,0,19
1.402,0.076,240.6,5.8,0,0,19
2.41,0,235.71,10.4,0,0,0
1.292,0,242.19,5.2,0,0,19
0.224,0.1,240.82,1,0,2,1
0.218,0,242.7,1,0,0,0
3.118,0.196,242.45,13.4,0,0,0
0.294,0.216,237.04,1.4,0,0,0
0.312,0.094,240.69,1.4,0,2,1
0.344,0.198,241.8,1.6,0,0,0
0.638,0,240.88,2.6,0,0,1
2.548,0.136,241.29,10.4,0,37,1
0.226,0.106,239.46,1,0,0,0
0.566,0.21,236.25,3.8,0,0,0
1.694,0,239.36,7,0,1,18
0.244,0,243.68,1,0,0,0
1.444,0.104,243.71,5.8,0,0,18
0.3,0.092,236.49,1.4,0,0,0
1.344,0.084,241.24,5.6,0,1,19
0.682,0.058,240.66,2.8,0,0,1
0.306,0.254,240.83,1.6,0,1,1
1.332,0.088,240.34,5.4,0,0,18
1.942,0.338,241.36,8,0,2,18
0.464,0.096,244.58,2,0,1,0
1.39,0.05,243.77,5.6,0,1,18
0.428,0.204,243.79,1.8,0,0,1
1.01,0.356,240.4,4.4,0,2,11
0.21,0.096,240.42,1,0,0,0
0.348,0.2,242.85,1.6,0,1,1
0.388,0.078,237.92,1.6,0,1,0
1.02,0.11,241.58,4.2,1,0,0
0.244,0.102,239.67,1,0,1,1
3.444,0.2,233.66,15,38,0,0
0.308,0.11,242.03,1.2,0,0,0
0.358,0.158,235.07,1.6,0,1,0
0.596,0.156,242.99,2.8,0,0,6
0.266,0,243.42,1.2,0,0,0
,,,,,,
1.738,0.208,239.93,7.4,0,0,26
1.422,0.07,236.73,6,0,0,18
1.172,0,230.48,5,1,0,17
2.438,0.136,244.17,10,0,0,0
2.334,0.166,238.93,9.8,0,0,18
0.472,0.232,243.01,2,0,2,1
0.244,0,242.63,1,0,0,1
1.444,0,236.65,6,0,0,18
0.58,0,242.74,2.4,0,0,1
0.432,0.176,240.51,2,0,0,1
1.904,0.264,241.1,8,0,1,0
0.212,0.118,234.5,1,0,0,0
1.552,0.058,229.65,6.6,0,0,16
0.282,0.218,238.62,1.4,0,1,0
0.244,0.136,241.79,1.2,0,0,0
2.952,0.18,237.06,12.4,0,0,18
0.44,0.166,241.87,2,0,1,1
0.326,0.088,243.5,1.4,0,0,1
3.726,0,235.44,15.8,0,0,17
1.498,0.186,237.06,6.2,1,0,17
2.804,0.152,237.15,11.8,0,2,17
0.23,0,242.16,0.8,0,0,1
1.938,0,238.78,8,0,0,17
1.186,0,237.01,5,0,0,17
3.764,0.22,237.25,15.8,0,0,18
0.388,0.234,239.48,1.8,0,1,0
1.516,0.11,240.23,6.2,0,0,18
0.112,0,236.83,0.6,0,0,0
0.258,0,241.25,1.2,0,0,0
0.318,0.18,239.76,1.4,0,0,0
0.466,0,240,2.2,0,0,1
1.488,0.088,243.71,6,1,2,18
3.542,0.11,238.51,14.8,38,0,1
1.46,0.084,243.8,6,0,0,19
0.378,0,243.99,1.6,1,0,0
2.796,0,240.42,11.6,0,0,17
0.314,0.102,240.51,1.4,0,0,0
1.838,0.09,235.14,8,0,0,1
0.142,0.056,237.05,0.6,0,0,0
1.354,0,244.46,5.4,0,0,19
0.768,0.226,238.03,3.4,0,0,1
0.484,0.33,245.09,2.4,0,1,0
0.236,0,243.99,1,0,0,0
0.38,0.122,245.23,1.6,0,1,0
1.516,0.13,237.73,6.8,0,0,0
1.358,0.086,237.6,5.6,0,0,17
0.28,0,240.67,1.2,0,0,0
0.32,0.058,243.87,1.4,0,0,0
0.272,0.082,241.99,1.2,0,0,1
0.308,0.09,243.26,1.2,0,1,0
1.276,0.106,238.56,5.2,0,0,18
2.586,0.066,236.93,10.8,0,0,18
1.484,0.064,238.89,6.2,0,0,17
1.76,0.204,240.16,7.4,0,0,18
2.684,0.158,233.47,12,0,1,18
0.28,0.096,242.47,1.2,0,2,1
1.37,0.102,241.78,5.6,0,0,18
0.544,0.118,239.68,2.6,0,0,0
0.77,0.064,239.08,3.2,0,0,0
0.286,0.058,244.68,1.2,0,0,0
1.434,0.138,239.84,6,0,0,17
0.308,0.07,239.85,1.2,0,0,0
0.338,0.126,245,1.4,0,0,1
0.244,0.122,241.66,1,0,0,0
4.932,0.048,236.42,20.8,37,0,18
1.264,0.116,241.7,5.2,0,0,1
0.382,0.072,240.93,1.6,0,1,0
0.404,0.35,242.8,2.2,0,1,1
0.308,0.07,236.61,1.2,0,0,0
1.952,0.062,240.81,8,0,0,17
0.378,0,242.59,1.8,0,0,0
1.594,0.186,230.99,6.8,0,0,16
0.244,0.094,239.32,1,0,2,1
0.52,0.068,244.37,2.4,0,0,0
0.35,0,235.54,1.6,0,0,0
4.206,0,234.5,17.8,0,37,18
0.576,0.36,240.46,2.8,0,0,0
1.444,0.106,246.43,5.8,1,0,18
0.422,0.086,240.81,2,0,0,1
0.29,0.114,239.87,1.4,0,0,1
1.602,0.092,243.1,6.6,0,0,18
1.442,0.122,240.62,6,2,0,18
0.284,0.072,241.93,1.2,0,0,1
1.56,0.096,241.86,6.4,0,0,1
0.468,0.062,242.76,2.4,0,0,0
0.768,0.544,245.18,3.8,0,2,1
1.292,0.068,243.87,5.4,1,0,1
0.18,0,241.32,0.8,0,1,1
0.294,0,237.82,1.4,0,0,0
0.308,0.086,244.86,1.2,0,0,0
0.2,0,241.95,1,0,0,1
0.934,0,247.37,3.8,0,0,0
0.75,0.29,243.81,3.2,1,2,1
0.16,0,241.33,0.8,0,0,0
0.28,0.204,233.31,1.4,0,0,0
1.404,0.108,239.34,5.8,0,0,19
0.238,0,241.67,1,0,0,1
1.52,0.052,242.66,6.2,0,0,19
0.312,0.068,244.22,1.2,0,1,0
2.524,0.182,233.01,10.8,0,0,17
,,,,,,
2.486,0,244.05,10.2,0,0,19
4.416,0,239.91,18.4,38,0,18
1.602,0.194,237.28,6.8,0,0,17
0.174,0.146,238.43,0.8,0,0,1
0.278,0,244.21,1.2,0,0,0
0.216,0,232.94,1,0,0,0
4.114,0.126,240.91,17.4,0,33,18
3.12,0.058,236.26,13.2,0,0,17
0.254,0.118,241.07,1.2,0,1,1
0.284,0,244.59,1.4,0,0,1
0.502,0.14,243.41,2,0,5,0
1.394,0.076,242.01,5.8,0,1,18
0.522,0.076,236.48,2.4,0,0,0
1.394,0,236.27,5.8,0,0,18
0.298,0.066,237.34,1.2,0,0,0
0.246,0.108,240.99,1,0,1,1
1.28,0.07,249.96,5.2,0,0,1
2.63,0,240.06,10.8,0,0,18
0.266,0.082,238.54,1.2,0,0,0
1.498,0.154,238.19,6.2,0,1,18
0.22,0,242.62,1,0,0,0
1.318,0.252,240,5.6,0,2,0
2.718,0,239.41,11.2,0,0,18
3.864,0,236.26,16.2,38,0,18
1.494,0.242,240.52,6.2,1,0,19
0.298,0.112,242.17,1.2,0,0,0
0.506,0.204,239.02,2.2,0,1,0
1.418,0.088,242.15,5.8,0,0,19
0.328,0.114,244.63,1.4,0,0,0
,,,,,,
1.548,0.074,239.53,6.4,0,0,18
1.148,0,244.1,4.6,0,0,1
0.34,0.09,239.61,1.4,0,2,1
0.186,0,242.69,0.8,0,1,0
1.916,0.062,235.99,8,0,0,17
1.962,0.296,244.33,8.2,0,1,0
0.578,0.376,245.22,2.8,0,1,0
1.452,0.092,238.25,6.2,0,0,18
1.884,0.2,238.81,7.8,0,5,19
2.716,0,241.61,11.4,0,0,18
2.808,0,238.99,11.6,0,0,18
0.622,0.076,232.18,3.2,0,1,1
0.198,0,241.28,0.8,0,0,1
1.142,0.378,243.13,5,0,1,9
3.572,0.134,236.04,15,0,38,17
0.338,0.202,244.03,1.6,0,1,1
0.974,0.316,240.52,4.2,0,0,13
1.508,0,239.81,6.2,1,0,18
2,0.286,237.35,8.4,0,1,18
0.226,0.124,243.25,1,0,0,1
0.306,0.1,239.79,1.4,0,1,0
2.258,0.35,231.65,9.8,0,1,28
2.036,0.192,242.04,8.4,0,0,28
4.52,0.07,230.77,19.6,0,34,0
0.242,0.066,242.1,1,0,0,1
1.356,0.182,241.15,5.6,0,1,18
1.298,0.096,239.63,5.4,0,0,18
0.28,0.236,243,1.4,0,1,1
1.398,0.09,238.15,5.8,0,0,18
4.028,0.1,233.49,17.2,1,32,16
0.198,0.06,237.36,0.8,0,0,0
0.208,0.05,243.49,0.8,0,0,0
1.826,0.594,239.96,8,0,1,1
1.536,0.316,239.55,6.4,0,1,18
1.98,0.268,235.37,8.4,0,1,0
2.308,0,241.65,9.4,0,0,0
1.106,0.504,240.44,5,0,1,11
0.336,0.092,241.22,1.4,0,0,0
0.574,0.05,236.82,2.4,0,0,0
2.532,0.228,240.37,10.6,0,0,19
0.294,0,238.39,1.2,0,0,0
0.214,0.046,241.66,0.8,0,0,0
0.32,0,241.22,1.4,0,0,1
7.552,0.25,225.17,33.4,0,66,16
0.42,0.118,242.26,1.8,0,0,1
0.192,0,240.55,0.8,0,0,0
1.506,0.202,239.85,6.2,0,1,17
0.274,0.074,243,1.2,0,0,1
1.524,0.046,240.22,6.4,0,2,18
0.21,0,237.46,0.8,0,0,0
0.292,0.048,232.04,1.2,0,0,0
0.994,0.258,242.84,4.2,0,0,11
1.25,0,241.28,5.2,0,0,18
0.23,0.14,240.56,1,0,2,1
1.526,0.206,236.48,6.6,0,1,18
0.732,0.13,239.73,3,1,1,1
1.496,0.096,243.65,6,0,0,19
0.308,0.208,240.96,1.6,0,0,1
0.368,0.116,235.12,1.6,1,0,0
0.302,0.062,241.11,1.2,0,0,0
0.29,0.128,241.58,1.2,1,1,1
0.246,0,239.57,1,0,1,0
0.402,0.344,241.01,2.2,0,1,1
0.274,0,246.03,1.2,0,0,0
1.312,0.08,241.37,5.4,0,0,17
0.344,0.116,242.93,1.4,0,2,1
2.688,0.154,240.49,11.2,0,39,1
1.95,0.308,243.97,8,0,2,0
0.902,0.304,239.94,4,0,1,11
1.326,0.108,241.28,5.4,0,0,19
1.416,0,239.07,5.8,0,0,17
5.194,0.456,237,22.2,48,27,0
0.26,0.134,242.04,1.2,0,0,0
1.416,0,242.61,5.8,0,0,18
0.324,0.108,241.72,1.4,0,1,0
0.428,0.204,247.59,1.8,0,0,1
0.394,0.066,239.75,1.8,0,0,0
2.572,0.084,240.38,11,0,0,18
0.408,0.24,239.89,2,0,2,0
3.228,0.056,235.7,13.8,0,0,0
2.918,0,237.46,12.2,0,0,17
0.112,0,241.29,0.4,0,0,0
0.312,0.252,241.35,1.6,0,1,1
6.152,0.384,232.91,26.4,36,37,1
0.4,0.222,240.52,2,0,0,0
2.448,0.096,244.97,10,0,0,0
0.27,0,245.18,1.2,0,0,0
3.354,0,236.77,14.2,1,0,18
0.418,0.102,242.01,1.8,0,0,0
0.384,0.15,246.28,1.6,0,2,1
3.354,0.462,240.08,14,1,0,19
0.396,0.228,245.5,1.8,0,0,0
2.85,0.178,246.14,12,0,0,20
0.432,0.26,248.58,2,0,1,0
1.172,0.358,243.69,5,0,2,0
1.396,0.09,240.92,5.8,0,0,1
0.08,0,239.48,0.2,0,0,0
0.326,0,236.15,1.6,0,0,0
1.242,0.084,236.96,5.2,0,0,0
1.764,0.312,235.2,7.6,1,1,17
1.812,0,240.24,7.4,1,0,18
0.344,0.108,239.53,1.4,0,0,1
1.646,0.238,241.66,6.8,0,1,18
0.138,0,240.98,0.6,0,0,0
2.282,0.13,241.22,9.4,0,0,19
0.328,0.112,245.02,1.4,0,1,1
0.404,0.126,243.71,1.8,0,0,0
0.39,0.248,243.09,1.8,0,1,0
2.96,0.34,234.16,12.6,0,0,16
0.402,0,244.86,1.6,0,0,1
1.572,0.32,243.68,6.6,0,2,19
0.23,0.116,244.65,1.2,0,2,1
0.216,0,241.09,0.8,0,0,0
0.584,0.11,239.54,2.4,0,0,0
0.248,0.122,242.34,1,0,0,0
0.528,0.278,237.07,2.6,0,0,0
0.236,0.128,242.69,1,0,0,0
0.634,0.064,238.7,2.6,0,1,0
1.302,0.076,239.25,5.4,0,1,18
0.082,0,242.45,0.2,0,0,1
2.714,0.048,242.96,11.2,0,0,18
1.434,0.17,237.07,6,0,2,0
2.042,0.082,238.61,8.6,0,0,18
1.438,0.108,245.57,5.8,0,0,19
0.212,0,242.39,0.8,0,0,0
3.436,0,240.66,14.2,0,0,0
0.282,0,248.39,1.2,0,0,0
1.774,0.074,239.12,7.4,0,0,0
0.358,0.092,241.67,1.6,0,1,1
0.316,0.066,241.69,1.2,0,0,0
0.252,0.046,242.69,1,0,0,1
0.334,0.232,241.26,1.6,0,0,1
1.55,0.15,241.76,6.4,1,0,18
0.226,0.112,240.98,1,0,0,1
0.268,0,240.91,1.2,0,0,0
0.578,0.228,240.67,2.6,0,1,0
1.61,0.364,240.62,7,0,0,13
1.468,0.096,241.49,6,0,0,18
1.398,0.1,238.37,5.8,1,0,18
1.4,0.086,239.82,5.8,0,0,18
7.416,0.064,237.86,31.4,38,0,18
0.25,0.252,239.95,1.4,0,0,0
0.42,0.124,242.2,2,0,0,1
0.242,0.104,238.58,1,0,0,0
0.118,0,240.7,0.6,0,0,0
0.504,0.182,243.58,2.2,0,0,1
1.234,0.092,239.51,5,0,0,18
0.422,0.18,244.37,1.8,0,0,0
1.496,0.078,242.49,6.2,0,0,0
0.308,0.106,242.54,1.4,0,0,1
1.224,0,239.74,5,0,0,18
1.32,0,244.92,5.4,0,0,1
0.31,0,243.78,1.4,0,0,0
0.476,0.054,240.54,2.2,0,0,1
1.462,0.082,241.24,6,0,0,18
0.53,0,237.82,2.2,0,0,0
0.292,0.108,241.16,1.2,0,0,0
0.298,0.05,238.61,1.2,0,1,0
0.416,0.23,245.44,1.8,0,2,1
0.31,0.064,242.86,1.2,0,0,1
1.422,0.128,240.75,5.8,0,0,17
0.32,0.052,245.01,1.4,0,0,0
1.486,0.21,238.95,6.2,0,0,0
0.228,0,246.32,1,0,0,0
0.32,0.124,242.81,1.4,0,0,0
1.886,0,240.97,7.8,0,0,18
4.718,0.088,234.17,20,37,0,16
1.266,0,238.65,5.2,0,0,18
0.216,0.124,241.36,1,0,1,0
1.38,0.094,240.17,5.6,0,0,17
0.286,0.058,233.84,1.2,0,0,0
0.526,0.076,233.32,2.2,0,0,0
1.204,0.066,236.44,5.4,0,0,0
1.654,0.236,234.65,7,0,3,17
1.464,0.206,239.9,6,0,0,18
5.38,0.664,236.72,22.8,0,38,17
0.308,0.058,244.96,1.2,0,0,0
0.72,0.078,243.95,3,0,0,0
0.912,0.304,241.87,4,0,0,11
1.388,0.074,238.12,5.8,0,0,18
2.82,0.076,238.97,11.8,0,0,18
0.256,0,240.95,1,0,0,1
0.296,0.194,239.49,1.4,0,0,0
0.21,0,238.3,0.8,0,0,0
1.342,0.062,238.75,5.6,0,0,18
1.486,0,246.1,6,0,0,19
0.322,0.142,240.45,1.4,0,0,0
1.302,0,239.99,5.4,0,0,17
2.312,0.596,242.3,9.8,0,2,29
1.688,0,240.38,7,0,0,19
1.312,0.086,240.63,5.4,0,0,0
1.364,0,246.25,5.4,0,0,18
0.222,0.046,244.06,1,0,0,0
1.572,0.224,244.08,6.4,0,1,19
0.272,0.116,243.42,1.2,0,0,1
1.378,0.046,245.29,5.6,0,0,19
0.352,0.28,242.88,1.8,0,1,0
4.586,0.45,237.85,19.4,38,0,0
3.394,0.062,236.29,14.2,0,0,17
1.978,0.226,242.87,8.2,0,0,18
0.214,0.056,241.91,0.8,0,0,0
1.442,0.062,237.35,6,0,2,18
0.418,0.204,240.07,2,0,1,0
2.002,0.13,240.13,8.4,0,1,18
1.514,0.05,243.59,6.2,0,0,18
3.346,0.46,241.74,14.8,26,0,1
0.348,0.114,241.26,1.4,0,0,0
3.98,0.494,242.55,16.6,0,5,18
0.284,0.062,246,1.2,0,0,0
1.596,0,230.82,6.8,0,1,17
0.848,0.08,238.4,3.6,0,0,1
1.812,0.102,240.97,7.4,0,0,0
2.49,0.588,241.57,10.6,1,4,18
0.262,0.118,240.66,1.2,0,1,0
1.312,0,238.68,5.4,0,0,18
3.328,0.146,238.39,14.6,32,0,18
0.208,0.098,236.2,1,0,0,0
0.33,0.118,242.11,1.4,0,0,1
1.51,0,237.71,6.2,0,2,17
0.69,0.06,243.23,2.8,0,0,0
,,,,,,
1.912,0.16,242.9,7.8,0,0,18
0.304,0.096,245.46,1.2,0,1,0
0.21,0.05,241.35,0.8,0,0,0
1.398,0.046,234.37,5.8,0,0,17
0.386,0.226,244.75,1.8,0,0,0
0.336,0.368,238.79,2,0,2,0
1.436,0,239.37,6,0,0,18
0.722,0,237.34,3,0,0,0
1.398,0.102,241.77,5.8,0,0,18
1.422,0.092,243.99,5.8,0,0,18
0.288,0.06,237.64,1.4,0,0,0
0.272,0,244.86,1,0,0,1
0.248,0,241.68,1,0,0,1
0.868,0.188,247.15,3.6,2,0,0
0.272,0.218,241.28,1.4,0,2,0
0.194,0.118,237.83,1,0,0,0
1.608,0.338,241.65,6.8,0,1,0
0.158,0,243.19,0.6,0,0,1
0.18,0.066,234.95,0.8,0,0,0
0.382,0.384,244.03,2.2,0,1,1
0.312,0.214,242.07,1.6,0,2,0
0.37,0.228,240.7,1.8,0,2,1
0.608,0.056,236.69,2.6,0,0,0
0.366,0.142,238.93,1.6,0,0,1
0.304,0.07,242.34,1.2,0,0,0
0.272,0,243.29,1.2,0,0,0
0.108,0,239.8,0.4,0,0,0
0.222,0,241.32,1,0,0,0
1.888,0,240.17,7.8,0,0,0
1.616,0.21,240.56,6.8,1,2,18
0.308,0,239.31,1.4,0,0,0
1.8,0.188,234.55,7.8,0,17,0
0.332,0.35,239.56,2,0,1,0
1.594,0,239.11,6.6,0,0,18
0.436,0.046,244.9,1.8,0,0,1
0.962,0.292,242.67,4,0,2,13
1.488,0.104,246.38,6,0,1,20
1.45,0.198,237.51,6,0,0,18
3.242,0.2,237.92,14,0,0,18
0.406,0.182,240.08,1.8,0,2,1
0.65,0.312,241.73,3,0,1,0
1.376,0.112,242.46,5.6,0,0,18
2.298,0.166,240.71,10,0,1,19
0.408,0.094,234.52,2,0,0,0
2.154,0.154,239.61,9,0,0,18
1.282,0.068,228.97,5.6,0,0,17
0.848,0.244,240.93,3.6,0,0,0
0.276,0.138,240.18,1.2,0,0,0
0.526,0.176,240.41,2.2,0,0,0
1.114,0.216,244.52,4.8,0,0,0
1.424,0.18,244.16,5.8,0,1,18
1.232,0.098,239.22,5,0,1,17
1.304,0,241.21,5.4,0,0,18
0.174,0,242.7,0.8,0,0,1
0.246,0.108,239.37,1,0,0,1
1.4,0.054,240.99,5.8,0,0,18
,,,,,,
1.582,0.202,239.31,6.6,0,0,18
0.956,0.194,240.91,4,0,0,11
1.404,0.094,242.9,5.8,0,0,18
1.302,0,239.25,5.4,0,0,18
0.77,0,241.73,3.2,0,0,0
0.32,0.252,243.47,1.6,0,0,0
4.26,0.454,236.06,18,38,0,0
1.5,0.08,241.13,6.2,0,0,19
0.292,0.08,244.27,1.2,0,0,0
0.254,0.062,243.07,1,0,0,0
0.804,0.298,238.35,3.6,0,1,0
2.568,0,239.57,10.6,0,0,18
0.484,0.09,243.8,2.2,0,1,0
0.364,0.21,241.15,1.8,0,0,0
1.374,0,239.63,5.6,0,0,19
3.63,0.062,239.12,15.2,37,0,18
3.766,0.046,239.31,15.6,0,38,18
0.418,0.184,241.33,1.8,0,0,0
1.584,0.158,240.39,6.6,0,0,1
0.302,0.218,238.83,1.4,0,0,1
0.24,0.106,238.96,1,0,0,1
0.238,0.074,238.75,1.2,0,1,0
2.36,0.23,239.97,9.8,0,1,19
1.076,0,238.92,4.4,0,0,1
1.244,0.06,239.43,5.2,0,0,17
1.74,0,239.36,7.2,0,1,18
3.06,0.276,238.47,13,0,0,18
1.48,0.172,237.34,6.2,0,1,17
0.912,0,242.66,4.6,0,0,0
1.528,0.216,246.67,6.2,0,0,19
1.462,0.084,240.46,6,0,0,19
0.276,0.214,241.05,1.4,0,0,0
1.262,0,238.42,5.2,1,0,18
0.338,0,243.89,1.6,0,0,1
0.22,0.11,234.47,1,0,0,0
1.012,0,241.75,4.2,0,0,0
0.742,0.236,243.51,3.2,0,0,1
1.122,0.564,242.58,5.2,0,1,11
0.318,0.126,244.16,1.4,0,0,0
2.362,0.184,236,10.4,0,0,17
0.922,0.098,241.54,3.8,0,2,0
1.168,0.104,237.45,4.8,0,0,1
0.234,0.088,241.68,1,0,1,1
0.302,0,240.99,1.4,0,0,0
1.562,0,238.33,6.4,0,0,18
0.558,0.102,243.84,2.4,0,1,0
0.276,0.136,241.58,1.2,0,0,1
0.352,0.114,242.1,1.6,0,0,1
1.506,0.22,243.29,6.2,0,2,18
0.212,0.046,242.85,0.8,0,0,0
0.302,0,232.88,1.2,0,0,0
0.38,0.232,239.4,1.8,0,1,0
0.546,0,239.97,2.2,0,0,1
0.228,0.046,243.86,1,0,0,0
0.448,0.228,245.85,2,0,1,1
0.47,0.314,240.79,2.2,0,1,0
0.368,0.106,240.86,1.8,0,0,1
1,0.128,240.81,4.2,0,0,0
0.822,0.296,241.59,3.6,0,1,0
0.284,0.056,246.7,1.2,0,0,0
5.164,0.122,240.13,21.4,1,39,0
2.706,0.078,237.12,11.4,0,1,18
0.732,0.284,236.68,3.4,0,1,0
0.532,0.33,239.11,2.6,0,2,0
0.326,0.118,239.83,1.4,0,1,1
0.33,0.172,244.39,1.4,0,0,0
1.436,0.062,238.93,6,0,0,18
1.596,0.29,237.71,7.8,0,0,0
0.308,0.088,243.24,1.2,0,0,0
0.18,0.09,242.96,0.8,0,1,0
0.632,0,243.45,2.6,0,1,0
2.224,0.058,240.69,9.2,0,0,17
0.382,0,242.63,1.6,0,0,0
0.082,0,241.75,0.2,0,0,1
0.22,0,242.98,1,0,0,0
0.358,0.22,242.46,1.8,0,0,0
1.428,0.2,242.49,5.8,0,1,19
0.404,0.246,244.93,1.8,0,1,0
0.264,0.274,241.2,1.4,0,2,0
0.678,0.204,242.97,3,0,3,0
0.314,0,243.44,1.4,0,0,1
0.298,0,240.86,1.2,0,0,0
1.83,0.172,238.82,7.6,1,2,17
0.202,0,242.33,0.8,0,0,1
3.882,0.39,242.4,16,0,39,19
0.322,0.112,241.42,1.4,0,0,1
0.412,0.146,243.3,1.8,0,0,1
1.448,0.168,236.38,6.2,0,1,17
0.326,0.116,240.31,1.4,0,0,0
0.662,0.062,240.45,2.8,0,1,0
0.46,0.124,243.77,2,0,0,1
0.986,0.05,232.25,4.2,0,0,11
0.59,0.264,240.74,2.6,1,3,1
0.21,0,245.01,0.8,0,0,0
2.556,0.09,239.76,10.6,0,0,0
0.334,0.116,250.08,1.4,0,0,0
0.184,0,239.6,0.8,0,0,0
0.984,0.116,237.84,4.2,0,0,3
0.206,0,232.95,0.8,0,0,0
2.038,0,235.32,8.6,0,0,17
2.05,0,244.54,8.4,0,0,19
0.174,0,241.06,0.8,0,0,0
0.404,0.128,242.85,1.8,0,0,0
1.366,0,243.06,5.6,0,0,18
2.572,0.192,239.76,10.6,38,1,0
0.594,0.104,239.75,2.8,0,0,0
1.28,0.048,240.81,5.2,0,0,18
1.51,0.098,243.98,6.2,0,0,19
0.578,0,241.44,2.4,0,0,1
0.288,0.224,239.36,1.4,0,0,0
0.202,0.12,240.99,1,0,2,0
0.138,0,242.08,0.6,0,0,0
0.35,0.072,245.57,1.4,0,0,0
1.366,0.096,238.62,5.6,0,0,18
1.718,0.264,241.12,7.2,0,0,1
0.266,0,242.23,1.2,0,0,0
0.332,0.222,240.87,1.6,0,0,0
1.274,0.13,240.51,5.2,0,0,18
0.382,0.084,240.16,1.6,0,2,0
0.1,0,233.5,0.4,0,0,0
2.34,0.126,238.48,9.8,0,0,18
0.468,0.198,238.02,2.2,0,2,0
1.396,0.692,242.47,6.4,1,1,1
0.332,0.176,244.94,1.6,0,1,0
0.368,0.216,240.14,1.8,0,2,1
0.298,0.076,233.5,1.2,0,1,0
0.14,0,240.02,0.6,0,0,1
1.382,0.218,239.97,5.8,0,1,18
0.354,0.112,241.58,1.4,0,0,1
0.128,0,238.94,0.6,0,0,0
1.324,0,239.76,5.4,0,0,18
1.37,0.068,241.27,5.6,0,0,18
1.452,0.094,245.32,5.8,0,1,19
0.208,0,250.54,0.8,0,0,0
1.468,0,238.35,6.2,0,0,18
0.516,0.404,241.87,2.6,0,1,1
0.282,0.204,232.17,1.4,0,1,0
0.218,0,237.22,1,0,0,0
0.354,0.116,241.97,1.6,0,0,0
